i,z,class
20.73015,20.17324,QSO
19.69574,19.05277,GALAXY
19.57474,19.08396,GALAXY
16.92174,16.57434,GALAXY
21.41939,21.20748,QSO
19.77558,19.164,GALAXY
20.49075,20.37183,QSO
20.23351,19.77493,QSO
19.64009,19.39276,GALAXY
21.92991,20.66948,GALAXY
19.65189,19.10732,GALAXY
19.8651,19.28115,GALAXY
19.59819,19.31529,QSO
18.72276,18.35836,GALAXY
19.64968,19.09012,GALAXY
16.66585,16.28489,GALAXY
19.78274,19.1789,GALAXY
19.43713,19.05828,GALAXY
18.80847,18.15905,GALAXY
19.14713,18.76157,GALAXY
19.27723,19.11268,STAR
20.37984,19.71321,GALAXY
18.65184,18.21766,QSO
21.45392,20.66333,QSO
20.71186,21.39563,QSO
19.10381,18.61791,GALAXY
20.69851,20.00554,GALAXY
19.34346,18.9495,GALAXY
17.34813,16.98622,GALAXY
17.13761,17.17349,GALAXY
20.64295,19.91601,GALAXY
19.7451,19.46992,GALAXY
16.82667,16.56812,GALAXY
21.24419,21.29505,GALAXY
21.64221,21.00736,GALAXY
17.56153,17.15256,GALAXY
19.86853,19.37134,GALAXY
20.25379,19.69437,GALAXY
20.27353,20.35916,QSO
19.25803,19.24107,QSO
18.03948,17.83467,STAR
20.1885,20.10583,STAR
17.36467,16.98469,GALAXY
20.14629,20.38779,QSO
21.86549,21.53495,QSO
21.10127,20.75449,STAR
19.7228,19.29835,GALAXY
16.16731,15.88391,GALAXY
17.25983,17.2394,STAR
19.74663,19.04502,GALAXY
18.32722,17.85378,GALAXY
18.79996,18.75912,STAR
20.61723,19.7079,STAR
19.51406,19.1481,GALAXY
19.24862,19.23204,STAR
20.83235,20.04866,GALAXY
19.27248,17.78524,STAR
19.86605,19.45112,GALAXY
18.42624,18.26836,STAR
17.51274,17.60172,STAR
16.17072,16.12515,STAR
20.60859,19.79493,GALAXY
19.23387,18.68349,GALAXY
20.14149,19.72376,QSO
19.38915,19,GALAXY
19.56109,19.59421,QSO
21.48671,21.33626,QSO
19.75363,19.09446,GALAXY
18.91319,18.94623,STAR
20.12907,19.58271,GALAXY
21.74148,21.55868,GALAXY
19.96474,19.23532,GALAXY
20.52622,20.30793,STAR
16.66664,16.26104,GALAXY
16.27914,15.87265,GALAXY
20.7219,19.77997,QSO
21.70684,21.86705,GALAXY
22.20786,23.30528,GALAXY
19.9622,20.11484,GALAXY
19.73505,19.60954,GALAXY
16.95076,16.61065,GALAXY
18.84159,18.26011,GALAXY
19.65545,19.19375,GALAXY
20.10796,19.37324,GALAXY
20.58048,20.2219,STAR
18.92239,18.41485,GALAXY
20.93561,19.66891,GALAXY
20.6268,20.13564,GALAXY
19.89974,19.44247,GALAXY
16.94877,16.70132,GALAXY
19.7656,19.43188,GALAXY
16.58117,16.20248,GALAXY
17.40425,17.13834,GALAXY
18.42422,17.93024,STAR
18.39265,18.34063,STAR
20.14375,20.05743,GALAXY
18.91363,18.39329,GALAXY
21.38312,21.97112,QSO
19.73582,19.23407,GALAXY
20.67815,19.66502,GALAXY
17.01812,16.85776,GALAXY
21.3546,21.06641,QSO
20.08512,19.19052,GALAXY
19.68868,19.32789,GALAXY
19.9018,19.95766,QSO
17.07092,16.79824,GALAXY
17.75127,17.38692,GALAXY
19.52934,19.08282,GALAXY
17.34525,17.4104,STAR
17.84456,18.20959,STAR
19.23391,18.92002,GALAXY
21.65366,21.31325,QSO
19.1281,18.87295,GALAXY
19.52621,18.95876,GALAXY
19.7592,19.35711,QSO
17.4338,17.26232,GALAXY
17.58239,17.37495,GALAXY
18.23691,17.80463,GALAXY
15.38773,15.20647,GALAXY
19.54861,19.21058,GALAXY
21.53362,19.9547,STAR
21.00905,21.01251,STAR
19.85688,19.14103,GALAXY
15.8983,15.62106,GALAXY
16.34023,16.26753,STAR
19.7035,19.40727,GALAXY
18.19676,17.76588,QSO
18.87062,18.38838,GALAXY
17.69809,17.27814,GALAXY
18.05,18.12387,QSO
20.82741,20.87603,GALAXY
18.23743,17.90398,GALAXY
19.64931,19.22921,GALAXY
20.35714,19.66994,GALAXY
17.09176,16.84794,STAR
21.56495,17.17135,QSO
19.75214,19.26851,GALAXY
19.16987,18.78647,GALAXY
18.6624,18.2335,STAR
18.36225,17.94871,GALAXY
20.32796,19.5636,GALAXY
16.43157,16.10762,GALAXY
20.52622,19.75092,STAR
18.91162,18.67394,QSO
21.43389,20.95865,QSO
18.51233,17.99405,STAR
21.53371,20.83233,GALAXY
21.98386,21.28262,QSO
19.81029,19.25168,STAR
19.02971,18.57592,GALAXY
20.28014,19.72964,GALAXY
20.15796,19.47399,GALAXY
20.42173,19.70862,GALAXY
16.94531,16.985,STAR
21.40459,20.75935,GALAXY
16.10422,15.83872,QSO
20.00159,19.73133,GALAXY
19.87577,19.84622,QSO
17.43142,16.96296,STAR
20.00899,19.34352,GALAXY
19.37217,19.03399,GALAXY
18.37323,17.96494,GALAXY
17.10498,16.771,GALAXY
20.01249,19.82621,QSO
19.18908,18.80152,GALAXY
20.04989,19.48656,GALAXY
18.66176,18.19665,GALAXY
21.88074,20.4893,GALAXY
21.64177,21.43453,GALAXY
21.67669,21.28973,QSO
20.26745,20.18246,QSO
19.7973,19.30347,GALAXY
15.46632,15.08135,GALAXY
19.93966,19.73211,STAR
17.69679,17.25051,GALAXY
17.11204,16.90569,GALAXY
15.74014,15.44523,GALAXY
19.24918,18.93817,GALAXY
19.1739,19.43875,STAR
17.7118,17.69592,STAR
15.12102,14.82103,STAR
17.8439,17.68903,STAR
16.48516,16.12296,GALAXY
21.025,21.1114,GALAXY
21.10748,19.94445,GALAXY
19.61869,19.10722,GALAXY
19.47275,19.15331,GALAXY
20.66661,19.7969,GALAXY
19.60889,19.09667,GALAXY
20.06159,19.62268,GALAXY
19.45942,18.94508,GALAXY
18.6187,18.22462,GALAXY
16.3074,16.22649,STAR
17.30364,16.95328,GALAXY
21.89842,21.62696,STAR
21.11483,20.42287,GALAXY
20.93373,20.461,GALAXY
19.4123,19.08658,GALAXY
21.13302,21.091,QSO
16.42101,16.24447,STAR
19.93128,19.67766,GALAXY
20.48737,19.73212,GALAXY
19.97021,19.6747,GALAXY
19.76169,18.94793,GALAXY
20.42706,19.60163,GALAXY
20.75679,19.66969,GALAXY
20.52856,20.66987,GALAXY
21.5688,21.25532,QSO
16.50492,16.38221,GALAXY
20.39288,19.71949,GALAXY
19.86768,19.65355,QSO
17.26986,17.12793,STAR
19.5582,19.17255,GALAXY
12.80524,12.51869,GALAXY
17.23913,16.72631,STAR
18.79126,18.37734,GALAXY
17.50828,17.3958,GALAXY
21.84474,21.4823,QSO
18.48832,17.98996,GALAXY
19.36535,18.87547,GALAXY
18.80058,18.50251,GALAXY
19.3368,18.75089,GALAXY
15.92646,15.54437,GALAXY
18.29115,17.90269,GALAXY
20.43053,20.48196,GALAXY
18.12777,17.71177,STAR
20.65537,19.94657,GALAXY
21.19738,21.33532,STAR
17.88756,17.84319,STAR
21.03653,19.7757,GALAXY
18.35392,17.95347,GALAXY
16.79219,16.45697,GALAXY
19.40124,18.8922,GALAXY
16.51748,16.05288,GALAXY
20.18289,19.51616,GALAXY
21.13352,20.44838,GALAXY
19.70771,19.34935,GALAXY
20.2411,20.20573,STAR
15.41735,14.89167,STAR
17.95239,17.8418,GALAXY
18.9389,18.64285,GALAXY
17.23253,16.85222,GALAXY
21.3038,21.1355,GALAXY
20.19968,19.47267,GALAXY
21.40791,21.0216,GALAXY
17.62127,17.26321,GALAXY
18.96112,18.72513,QSO
16.36271,16.29731,STAR
21.27246,21.02139,QSO
17.13719,16.86481,GALAXY
20.75396,20.56118,STAR
21.58421,21.88018,QSO
21.18854,19.93534,GALAXY
20.91056,19.96503,GALAXY
16.28059,16.1785,GALAXY
17.40494,17.03388,GALAXY
17.37869,17.03491,GALAXY
18.50737,18.64016,STAR
18.93734,19.00591,QSO
21.29066,21.34097,GALAXY
19.73885,19.50128,GALAXY
21.61889,21.65473,QSO
16.37012,16.09173,GALAXY
19.84748,19.28367,GALAXY
16.77599,16.45007,GALAXY
18.43613,18.05542,GALAXY
18.77678,18.43365,GALAXY
20.26443,20.11773,STAR
19.8315,19.16641,GALAXY
20.11575,19.40215,GALAXY
20.72562,19.96171,GALAXY
18.51564,18.01899,GALAXY
17.02804,16.67836,GALAXY
20.77063,20.82342,STAR
19.5925,19.58047,STAR
19.39577,18.94828,GALAXY
18.36082,17.97517,GALAXY
20.81638,21.00113,QSO
18.89641,18.81051,STAR
21.06125,21.09481,QSO
19.97235,19.45258,GALAXY
16.5728,16.4475,STAR
19.79705,20.08278,QSO
19.44086,18.92098,GALAXY
21.28573,21.20945,QSO
18.85315,18.77907,STAR
19.59722,19.75061,STAR
20.71701,20.00332,GALAXY
17.31942,17.09559,GALAXY
18.53716,18.13044,GALAXY
16.63253,16.26435,GALAXY
18.19966,18.11608,STAR
20.0067,19.35489,GALAXY
19.15573,18.81409,GALAXY
20.24925,19.55856,GALAXY
17.82286,17.28153,GALAXY
16.76381,16.44938,GALAXY
16.17002,15.79241,GALAXY
17.24647,16.87326,GALAXY
17.85146,17.40414,GALAXY
17.34672,16.92371,GALAXY
18.56268,18.07527,GALAXY
18.27128,17.74586,GALAXY
20.42911,20.52334,QSO
18.79099,18.32681,GALAXY
18.7344,18.20823,GALAXY
19.87427,19.86298,STAR
17.98839,17.56626,GALAXY
19.92189,19.75296,STAR
17.26579,16.84812,QSO
19.32301,19.05663,GALAXY
20.38743,19.5838,GALAXY
19.77521,20.59132,GALAXY
17.93809,17.91666,STAR
16.2589,15.91606,GALAXY
18.15916,17.66639,GALAXY
17.44305,17.0671,GALAXY
19.01537,18.44594,GALAXY
18.32665,18.11373,GALAXY
21.51895,21.02233,GALAXY
20.05072,19.57267,GALAXY
21.98651,21.51593,GALAXY
18.86141,18.39257,GALAXY
22.51735,21.35181,GALAXY
19.32621,19.29802,STAR
19.70201,19.22386,GALAXY
20.70688,19.83304,GALAXY
20.41614,20.09839,QSO
21.10151,20.21318,GALAXY
16.93875,16.56759,GALAXY
19.72831,19.21839,GALAXY
19.52091,18.86745,GALAXY
18.60972,18.27529,GALAXY
19.58403,19.19391,GALAXY
20.49779,19.71922,GALAXY
20.71062,20.24232,GALAXY
19.55478,19.06214,GALAXY
17.42286,17.32389,STAR
19.79232,19.72585,STAR
16.97835,16.67284,GALAXY
20.09266,19.70072,GALAXY
20.06977,18.42783,STAR
21.13737,21.11002,QSO
18.54743,18.0962,GALAXY
18.31685,17.85558,GALAXY
18.39728,17.94956,GALAXY
17.12062,16.8297,GALAXY
19.94056,19.39953,GALAXY
20.21142,19.83194,GALAXY
18.21075,17.6161,GALAXY
17.43725,17.06987,GALAXY
19.15556,19.21848,QSO
20.40016,19.32769,GALAXY
18.24729,18.52755,STAR
21.51597,20.68649,GALAXY
20.16669,19.49912,GALAXY
17.86523,17.79731,STAR
20.13404,19.94327,STAR
19.84853,19.37825,GALAXY
16.24316,15.93647,GALAXY
20.00602,19.90953,GALAXY
19.68844,19.00764,GALAXY
19.57845,19.24021,GALAXY
21.43744,20.71632,GALAXY
17.2264,16.85574,GALAXY
17.39804,17.07936,GALAXY
19.44774,18.88901,GALAXY
16.24935,15.8666,GALAXY
17.92072,17.61305,GALAXY
17.38544,17.1046,GALAXY
19.84185,19.70387,GALAXY
19.577,19.20193,GALAXY
21.04634,20.80241,QSO
20.59792,19.93014,STAR
19.76733,19.5284,GALAXY
17.03427,16.6828,GALAXY
19.47189,19.18291,GALAXY
19.46397,19.06586,GALAXY
19.52342,19.06069,STAR
20.66626,20.99205,STAR
20.58316,19.66392,STAR
17.23367,16.90101,GALAXY
21.97824,21.83281,QSO
21.25359,20.96867,GALAXY
16.59036,16.26606,GALAXY
19.78288,19.46727,GALAXY
20.95159,20.59754,QSO
19.74683,19.24824,GALAXY
19.41378,18.8592,GALAXY
16.76546,16.40092,GALAXY
16.81596,16.43313,GALAXY
19.40204,19.00451,GALAXY
19.46307,19.02898,GALAXY
20.64749,19.93739,QSO
18.52382,18.16812,GALAXY
15.7305,15.73319,STAR
18.92815,18.21363,GALAXY
20.08519,19.31389,GALAXY
19.95855,19.88928,QSO
19.87319,19.43887,STAR
16.3534,15.84085,GALAXY
21.5942,22.00408,GALAXY
17.43642,17.43742,STAR
17.82216,17.37405,GALAXY
18.13626,17.80267,GALAXY
18.88162,18.60774,GALAXY
18.39792,17.89107,STAR
19.92142,18.86951,STAR
21.4399,21.63949,QSO
17.59832,17.54596,STAR
17.5192,17.32731,STAR
21.35051,20.90523,QSO
19.05719,18.4943,GALAXY
17.83981,17.44888,GALAXY
16.63883,16.25582,GALAXY
18.50953,18.31109,STAR
20.45145,19.60855,GALAXY
18.2676,18.18443,STAR
19.57727,19.187,GALAXY
20.76211,21.11488,QSO
15.70482,15.33667,GALAXY
19.03003,18.3006,GALAXY
16.62646,16.60012,STAR
18.96887,18.46753,GALAXY
20.42349,19.6066,GALAXY
17.14916,17.10742,STAR
21.48796,21.01344,QSO
20.78186,20.01597,STAR
20.83191,19.8344,GALAXY
17.25708,16.84969,GALAXY
20.15437,19.52966,GALAXY
20.55688,20.59332,QSO
21.50777,20.94201,QSO
19.42604,19.05777,GALAXY
19.92382,19.44993,GALAXY
19.23205,18.8665,GALAXY
17.36594,16.97683,GALAXY
20.6727,19.80693,STAR
19.30964,18.69458,GALAXY
18.91728,18.31083,GALAXY
20.17658,19.95872,STAR
16.32174,15.9622,GALAXY
17.16603,16.9075,GALAXY
20.93335,20.95513,STAR
17.13665,16.75607,GALAXY
19.50317,19.08309,GALAXY
17.96343,17.64662,GALAXY
21.46553,20.59475,GALAXY
19.78288,19.11362,GALAXY
23.69384,22.94704,GALAXY
20.58829,19.66247,GALAXY
19.83266,19.25518,GALAXY
18.1706,17.68601,GALAXY
16.20605,15.86219,GALAXY
17.26939,17.00099,GALAXY
19.83773,18.94514,STAR
19.59407,19.31805,STAR
18.1187,17.67497,GALAXY
16.7999,16.57899,STAR
18.80324,18.34114,GALAXY
20.62962,19.86851,GALAXY
21.65938,22.03173,GALAXY
19.21912,18.77329,GALAXY
19.82286,19.64007,GALAXY
19.45344,18.91909,GALAXY
19.44598,18.80527,GALAXY
16.09692,15.74729,GALAXY
15.66806,15.29485,GALAXY
19.6525,18.99332,GALAXY
19.22486,19.33806,QSO
21.60075,21.99413,QSO
19.88805,19.72639,QSO
20.38655,20.1798,QSO
20.98465,20.92704,QSO
20.45518,20.44577,STAR
22.50001,21.51569,QSO
19.40374,19.00102,GALAXY
15.06117,14.758,GALAXY
16.32593,15.97354,GALAXY
20.06049,19.62869,GALAXY
21.93163,21.33371,STAR
20.50663,19.94679,STAR
18.59375,18.51372,STAR
16.10033,15.84952,STAR
18.90641,18.49883,QSO
20.69115,20.77178,GALAXY
20.31331,19.6482,GALAXY
19.83749,19.29364,GALAXY
19.89437,19.73663,GALAXY
18.60663,18.28319,GALAXY
18.7457,18.36314,GALAXY
16.38858,16.31585,STAR
18.07319,18.26491,STAR
19.4174,19.6274,QSO
18.97772,18.95078,QSO
20.16153,19.80517,GALAXY
16.94031,16.81287,GALAXY
21.74156,21.37567,QSO
17.30453,17.17444,GALAXY
21.46995,20.03701,GALAXY
21.72145,22.04828,GALAXY
19.17657,19.06243,STAR
19.46078,18.92742,GALAXY
17.73592,17.61799,QSO
19.07061,18.66715,STAR
20.73148,19.89639,GALAXY
17.82873,17.80138,STAR
17.20602,17.07242,GALAXY
21.17838,20.99891,GALAXY
20.09325,19.43861,GALAXY
18.73102,19.33861,GALAXY
15.63642,15.49009,STAR
17.33694,16.95681,GALAXY
18.9845,18.93838,STAR
20.69534,19.9783,GALAXY
16.8538,16.5054,GALAXY
16.56625,16.27378,GALAXY
16.54622,16.15907,GALAXY
16.53292,16.19855,GALAXY
15.8803,15.53091,GALAXY
19.78117,19.35116,GALAXY
20.03521,19.65776,GALAXY
20.72706,20.41391,QSO
19.46813,19.56012,QSO
18.00414,17.94544,STAR
21.6034,21.3491,QSO
18.6223,18.24402,GALAXY
16.93991,16.84053,GALAXY
20.64363,20.169,QSO
20.2894,19.4967,GALAXY
19.35573,19.02292,GALAXY
18.82126,18.71173,STAR
18.88679,18.3953,GALAXY
17.35518,17.12499,GALAXY
19.00958,18.36106,GALAXY
20.93604,20.87001,QSO
14.68167,14.36919,QSO
21.53356,22.62614,QSO
21.39655,21.40895,STAR
21.6739,21.45982,QSO
16.80509,16.52023,GALAXY
16.73737,16.64182,GALAXY
21.2768,21.19739,GALAXY
18.88955,18.45126,GALAXY
17.97892,17.63656,GALAXY
21.80462,21.62327,QSO
19.0077,18.53633,QSO
17.39826,17.03301,GALAXY
17.05322,16.69872,GALAXY
18.03729,17.58257,GALAXY
19.33475,19.10468,GALAXY
21.02785,21.41511,QSO
19.93434,19.46174,GALAXY
21.59201,21.39186,QSO
19.15935,18.7501,GALAXY
19.68874,19.08049,GALAXY
15.09037,14.78912,GALAXY
17.40944,17.22788,GALAXY
16.89825,16.67222,GALAXY
21.58842,21.11165,QSO
19.7062,19.17381,GALAXY
14.59202,14.26903,GALAXY
18.55675,18.50133,STAR
17.95333,17.576,GALAXY
16.03973,15.78078,GALAXY
20.52753,20.47694,QSO
20.19661,19.94776,QSO
16.56705,16.22607,GALAXY
19.51304,18.93025,GALAXY
21.14507,19.97535,GALAXY
18.99176,18.48015,GALAXY
17.68547,17.40232,GALAXY
17.98402,17.54173,GALAXY
19.69841,19.43802,QSO
21.19643,20.8138,GALAXY
17.80073,17.36169,GALAXY
20.25345,20.13523,QSO
18.61537,18.47258,QSO
17.00701,16.62583,GALAXY
18.54828,18.21317,GALAXY
18.68602,18.57942,GALAXY
20.03917,19.60054,GALAXY
20.82607,19.9513,GALAXY
21.7138,21.58744,GALAXY
20.04629,19.53485,GALAXY
19.44339,19.35728,QSO
18.70279,18.63477,QSO
18.74498,18.19614,GALAXY
21.25299,20.91588,QSO
21.19824,20.9126,QSO
20.56035,19.87618,GALAXY
19.37753,19.06436,QSO
14.13269,13.9741,GALAXY
17.72606,17.35088,GALAXY
20.40841,19.6764,GALAXY
21.15007,20.88426,QSO
19.47561,19.01844,GALAXY
19.63985,19.17623,GALAXY
17.85403,17.79028,STAR
18.25863,18.21034,STAR
20.67089,20.64744,GALAXY
20.59968,19.81401,GALAXY
17.48212,17.3867,QSO
18.99593,18.76644,GALAXY
20.28909,19.87515,QSO
21.01096,20.7485,QSO
17.13204,17.06285,STAR
16.863,16.50537,GALAXY
19.68355,19.13384,GALAXY
18.55724,18.15133,GALAXY
19.21332,18.66816,GALAXY
21.06376,20.69579,STAR
20.87147,20.40773,QSO
17.78214,17.13433,STAR
19.70935,19.16967,GALAXY
20.09867,20.04365,QSO
17.22668,17.00759,GALAXY
17.16124,16.8986,GALAXY
18.96898,18.62421,GALAXY
17.91241,17.85185,STAR
17.031,16.70826,QSO
20.15018,19.46588,GALAXY
19.44948,18.8879,GALAXY
19.11183,18.50331,GALAXY
19.82095,19.32901,GALAXY
18.55392,17.96008,GALAXY
19.45789,18.94309,GALAXY
19.63415,19.69277,STAR
20.98654,21.16859,QSO
19.09256,18.76859,GALAXY
17.3769,17.03198,GALAXY
19.64393,19.15966,QSO
17.09452,16.72356,GALAXY
20.54965,19.53515,GALAXY
19.93479,19.55543,GALAXY
19.90337,19.41038,GALAXY
18.86878,18.41395,GALAXY
21.11761,21.08944,QSO
19.54815,19.2177,GALAXY
19.08373,19.02986,STAR
21.64342,19.95195,GALAXY
20.50788,20.36975,QSO
20.94802,21.02301,QSO
22.49235,21.22935,GALAXY
15.49771,15.13091,GALAXY
18.31648,17.87637,GALAXY
20.71401,20.34604,QSO
20.9801,21.24487,STAR
20.01835,19.60933,GALAXY
17.32779,17.03036,GALAXY
19.83749,19.7217,GALAXY
17.33983,16.99801,GALAXY
19.48333,19.04007,GALAXY
18.5826,18.15957,GALAXY
19.00302,18.68826,GALAXY
19.52115,19.2521,GALAXY
16.07236,15.91353,GALAXY
22.07332,21.45145,GALAXY
19.87236,19.53149,GALAXY
20.01004,19.66361,GALAXY
18.7677,18.35788,GALAXY
19.603,19.04883,GALAXY
18.15485,17.76868,GALAXY
16.30758,15.93632,GALAXY
15.85571,15.50103,GALAXY
18.08122,17.71747,GALAXY
16.34662,16.17639,STAR
21.45846,21.1116,QSO
21.37603,20.95483,QSO
21.18014,21.42802,QSO
19.46935,18.90078,GALAXY
19.76342,19.11605,QSO
18.8532,18.35398,GALAXY
21.26196,20.63082,STAR
19.08251,18.70427,GALAXY
19.93942,19.54935,GALAXY
18.94076,18.32229,GALAXY
20.67433,20.56332,QSO
19.30598,19.12624,QSO
17.49279,17.35873,STAR
18.49868,18.18388,GALAXY
16.3588,16.06608,GALAXY
20.23456,19.49081,GALAXY
20.35306,19.69754,GALAXY
15.85395,15.42775,GALAXY
21.57393,20.93619,GALAXY
21.25445,20.62376,QSO
21.3417,20.68312,QSO
16.71577,16.51256,STAR
19.65355,19.61849,STAR
20.40257,19.60061,GALAXY
19.1812,18.90454,GALAXY
19.21677,18.76184,QSO
17.18225,16.72112,GALAXY
19.75549,19.49099,GALAXY
20.34727,19.55951,GALAXY
19.36691,19.29392,STAR
16.49809,16.24674,GALAXY
18.28266,17.89641,GALAXY
20.16492,20.06752,QSO
18.56667,18.46603,STAR
18.32385,17.96558,GALAXY
20.30453,19.50783,GALAXY
17.12917,17.0354,STAR
21.72371,20.95544,GALAXY
19.21041,19.14349,QSO
20.64492,20.25002,QSO
20.25049,20.26302,QSO
20.5859,20.29872,QSO
20.37163,19.36981,GALAXY
19.47608,19.12706,GALAXY
18.51546,18.24197,GALAXY
19.74553,19.20157,GALAXY
19.58568,19.0539,GALAXY
20.17393,20.16934,GALAXY
18.76494,18.61064,GALAXY
17.54578,17.30258,GALAXY
20.23484,19.65982,GALAXY
20.2844,20.14148,QSO
19.35281,19.02327,GALAXY
20.70925,20.67419,QSO
19.4407,18.89044,GALAXY
19.84282,19.53194,GALAXY
19.23161,18.84309,GALAXY
19.42256,18.9432,GALAXY
16.04093,15.59381,GALAXY
18.12288,17.72458,GALAXY
21.5235,21.94921,GALAXY
16.70486,16.45713,STAR
18.80933,18.48479,GALAXY
20.99248,19.95507,GALAXY
20.55013,19.67121,GALAXY
19.39708,18.88846,GALAXY
20.79435,20.19637,QSO
19.20853,18.86544,GALAXY
19.00686,18.52637,GALAXY
17.11378,16.98553,STAR
16.55334,16.00093,STAR
19.61484,19.12575,GALAXY
15.93312,15.6152,GALAXY
17.24866,17.05125,GALAXY
21.84014,21.65524,GALAXY
18.60911,18.10985,GALAXY
19.58073,19.29062,GALAXY
19.7247,19.07527,GALAXY
20.87623,21.26218,QSO
18.58022,18.66215,STAR
21.11711,21.03956,GALAXY
21.16492,21.19378,QSO
20.6785,20.68561,QSO
17.53177,17.4558,STAR
19.66529,19.73306,QSO
19.50344,19.05738,GALAXY
20.47907,19.79817,GALAXY
21.1246,20.81662,QSO
19.47038,19.16975,GALAXY
21.57835,22.90243,GALAXY
18.19182,17.85705,GALAXY
18.20063,17.79046,GALAXY
19.52859,19.50292,STAR
17.27077,16.92222,GALAXY
20.44844,19.74569,GALAXY
18.54392,17.77281,STAR
19.25348,18.8494,GALAXY
19.59972,19.13535,GALAXY
17.00249,16.58486,GALAXY
19.91688,19.40159,GALAXY
17.71948,17.58469,STAR
19.90804,19.46526,GALAXY
20.96985,20.30155,GALAXY
20.1718,19.83866,GALAXY
19.81866,19.22419,GALAXY
16.94308,16.97929,GALAXY
21.78737,21.86828,QSO
16.60352,16.56954,STAR
19.84615,19.4067,GALAXY
21.11542,20.6354,STAR
20.24928,19.49374,GALAXY
20.40096,19.68069,GALAXY
20.79803,20.94221,QSO
18.90198,18.50406,GALAXY
20.46295,20.40416,QSO
21.93122,21.9708,QSO
21.38202,21.6269,GALAXY
19.49781,19.03115,GALAXY
18.28157,17.87031,GALAXY
19.6471,19.16833,GALAXY
19.03202,18.63564,GALAXY
21.05294,21.04868,QSO
20.31317,20.45089,STAR
20.31032,20.60921,GALAXY
21.15069,21.34803,GALAXY
15.48061,15.33047,STAR
17.25333,16.9791,GALAXY
20.25023,19.51487,STAR
19.23862,18.93825,GALAXY
20.96877,20.75333,GALAXY
21.16288,19.3099,GALAXY
17.02791,16.47676,STAR
19.42682,18.90894,GALAXY
20.63537,19.8855,GALAXY
19.2744,18.54815,GALAXY
19.5299,19.07728,GALAXY
20.80099,19.8688,GALAXY
16.33185,15.97441,GALAXY
17.47768,17.43733,GALAXY
19.79699,19.08983,GALAXY
19.71203,19.17357,GALAXY
19.23518,19.11327,GALAXY
21.03487,20.86915,GALAXY
20.80132,20.71507,STAR
20.14938,19.72432,GALAXY
19.00215,17.74669,STAR
21.8068,21.21072,STAR
18.36901,18.0133,GALAXY
18.47112,18.02444,GALAXY
16.27342,16.0194,GALAXY
16.86895,16.50166,GALAXY
20.6142,20.77691,STAR
20.51747,19.80523,GALAXY
19.9534,19.36349,GALAXY
20.33384,19.96336,STAR
20.00805,19.47281,GALAXY
19.48039,18.84904,GALAXY
20.03103,17.84232,STAR
16.80456,16.44454,GALAXY
18.25792,17.8278,GALAXY
21.25124,20.97005,QSO
21.3235,20.93199,QSO
19.76598,19.14322,GALAXY
16.4806,16.37055,STAR
19.65759,18.99308,STAR
16.30317,15.96259,GALAXY
21.22774,21.77893,GALAXY
16.39366,16.37046,STAR
19.30499,18.759,GALAXY
16.94584,16.54691,GALAXY
19.15424,18.69907,GALAXY
21.54305,20.88539,QSO
21.34954,22.27063,GALAXY
21.73623,21.745,GALAXY
19.72489,19.2107,GALAXY
20.73186,19.76981,GALAXY
19.41806,19.03638,GALAXY
17.5881,17.58601,GALAXY
21.26186,20.93297,QSO
19.88197,20.00027,STAR
18.84143,18.35953,GALAXY
18.88655,18.50207,GALAXY
20.19656,20.02327,STAR
19.69073,19.23944,GALAXY
19.04439,18.76663,GALAXY
16.86297,16.46205,GALAXY
17.08608,16.81786,GALAXY
16.86074,16.66654,GALAXY
15.6443,15.25462,GALAXY
21.10778,20.77167,STAR
19.87926,19.0833,STAR
21.44137,21.44441,QSO
17.23196,17.00172,GALAXY
18.2592,17.92108,GALAXY
20.15516,19.67176,GALAXY
19.82784,19.33075,GALAXY
18.69572,18.79617,STAR
17.56158,17.5182,STAR
19.48758,18.91765,GALAXY
19.44066,19.07164,GALAXY
18.61505,18.75338,QSO
19.42632,19.06113,GALAXY
19.83549,19.69806,QSO
20.74331,19.92297,GALAXY
18.84014,18.60534,QSO
18.62439,18.2706,GALAXY
17.27783,16.9615,GALAXY
19.74299,19.09678,STAR
19.04326,18.73305,GALAXY
19.51111,18.8865,GALAXY
20.85289,20.4243,QSO
18.37628,18.11598,GALAXY
18.82552,18.74828,QSO
20.01456,19.92805,QSO
18.94218,18.47949,GALAXY
19.8207,19.44382,GALAXY
19.93842,19.54952,GALAXY
19.78923,19.32581,GALAXY
18.646,18.0836,GALAXY
20.9038,21.59345,QSO
19.20853,18.54892,STAR
21.51182,21.58952,QSO
18.38396,18.41173,STAR
18.20685,18.22786,STAR
18.34781,18.22617,STAR
19.64201,19.60254,QSO
